movies,Title,genresgenregenre,YEAR,Rating
4111,Gardens of Stone,Drama|War,1986,4
4114,"Good Morning, Babylon",Drama,1987,2
4115,Hiding Out,Comedy,1987,6
4116,Hollywood Shuffle,Comedy,1987,5
4117,Hope and Glory,Drama,1986,3
4121,Innerspace,Action|Adventure|Comedy|Sci-Fi,1987,8
4122,Ironweed,Drama,1986,3
4123,Ishtar,Comedy,1987,6
4124,Jaws: The Revenge,Horror|Thriller,1987,9
4126,Less Than Zero,Drama,1986,4
4128,"Lost Boys, The",Comedy|Horror|Thriller,1986,6
4130,Maid to Order,Comedy|Fantasy,1987,2
4131,Making Mr. Right,Comedy|Romance|Sci-Fi,1986,3
4132,Mannequin,Comedy|Romance,1986,10
4133,Masters of the Universe,Action|Adventure|Fantasy|Sci-Fi,1987,5
4135,"Monster Squad, The",Adventure|Comedy|Horror,1987,2
4136,"Month in the Country, A",Drama,1987,3
4139,No Man's Land,Crime|Drama,1987,9
4140,North Shore,Drama|Romance,1987,10
4215,Revenge of the Nerds II: Nerds in Paradise,Comedy,1986,10
4297,Pelle the Conqueror (Pelle erobreren),Drama,1987,6
4332,Suspect,Crime|Drama|Thriller,1986,10
4333,Throw Momma from the Train,Comedy|Crime,1986,3
4529,Bagdad Cafe (Out of Rosenheim),Comedy|Drama,1987,9
4566,American Ninja 2: The Confrontation,Action|Adventure,1986,2
4670,"Stepfather, The",Horror|Thriller,1986,5
4988,White Water Summer,Adventure,1986,3
5308,Three Men and a Baby,Comedy,1987,5
5404,84 Charing Cross Road,Drama|Romance,1986,4
5521,"Principal, The",Action|Crime|Drama,1987,9
5553,Stakeout,Comedy|Crime|Romance|Thriller,1986,4
6415,Intervista,Comedy|Drama,1986,5
6525,Nuts,Drama,1987,2
6791,Babette's Feast (Babettes gæstebud),Drama,1987,7
6816,Three O'Clock High,Comedy,1987,2
7016,Over the Top,Action|Drama,1986,2
7026,Summer School,Comedy,1987,2
7046,"Witches of Eastwick, The",Comedy|Fantasy|Horror|Thriller,1987,9
7102,Dragnet,Comedy|Crime|Drama,1987,9
7198,The Pick-up Artist,Comedy|Crime|Drama|Romance,1987,8
7305,Black Widow,Crime|Drama|Mystery|Thriller,1987,1
7411,Munchies,Comedy|Horror,1986,2
7478,Swimming to Cambodia,Drama,1987,8
7878,Straight to Hell,Comedy|Crime|Western,1986,3
7987,Dolls,Horror,1987,8
8123,Sammy and Rosie Get Laid,Comedy|Drama,1986,8
8128,Au revoir les enfants,Drama,1986,9
8169,*batteries not included,Children|Comedy|Fantasy|Sci-Fi,1987,2
8574,"Claymation Christmas Celebration, A",Animation|Children|Comedy|Musical,1987,3
8614,Overboard,Comedy|Romance,1987,3
8623,Roxanne,Comedy|Romance,1987,9
26599,"Law of Desire (Ley del deseo, La)",Comedy|Drama|Romance,1987,6
26603,Prince of Darkness,Fantasy|Horror|Sci-Fi|Thriller,1986,9
26606,"Chinese Ghost Story, A (Sinnui yauwan)",Action|Fantasy|Horror|Romance,1986,3
32515,Walker,Adventure|Drama|War|Western,1986,3
45987,Chuck Berry Hail! Hail! Rock 'n' Roll,Documentary|Musical,1986,6
51207,Street Trash,Comedy|Horror,1987,5
74282,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea),Children|Drama|Romance,1987,2
77291,Aria,Comedy|Drama,1986,7
80599,Buster Keaton: A Hard Act to Follow,Documentary,1986,1
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),Action|Adventure|Animation|Children,1987,4
103813,Miami Connection,Action|Crime,1987,3
159462,The Video Dead,Horror,1986,6
709,Oliver & Company,Adventure|Animation|Children|Comedy|Musical,1987,10
1036,Die Hard,Action|Crime|Thriller,1988,6
1079,"Fish Called Wanda, A",Comedy|Crime,1988,4
1189,"Thin Blue Line, The",Documentary,1988,1
1216,"Big Blue, The (Grand bleu, Le)",Adventure|Drama|Romance,1987,4
1274,Akira,Action|Adventure|Animation|Sci-Fi,1987,9
1295,"Unbearable Lightness of Being, The",Drama,1987,6
1378,Young Guns,Action|Comedy|Western,1987,8
1961,Rain Man,Drama,1987,10
1971,"Nightmare on Elm Street 4: The Dream Master, A",Horror|Thriller,1988,10
1980,Friday the 13th Part VII: The New Blood,Horror,1987,3
1985,Halloween 4: The Return of Michael Myers,Horror,1988,10
1991,Child's Play,Horror|Thriller,1987,8
1996,Poltergeist III,Horror|Thriller,1987,6
2020,Dangerous Liaisons,Drama|Romance,1987,7
2022,"Last Temptation of Christ, The",Drama,1988,4
2173,"Navigator: A Mediaeval Odyssey, The",Adventure|Fantasy|Sci-Fi,1988,5
2174,Beetlejuice,Comedy|Fantasy,1988,3
2193,Willow,Action|Adventure|Fantasy,1987,5
2245,Working Girl,Comedy|Drama|Romance,1987,10
2246,Stars and Bars,Action|Comedy|Romance,1988,8
2247,Married to the Mob,Comedy,1988,10
2263,"Seventh Sign, The",Drama|Fantasy|Thriller,1988,9
2382,Police Academy 5: Assignment: Miami Beach,Comedy|Crime,1988,8
2404,Rambo III,Action|Adventure|Thriller|War,1987,6
2408,Cocoon: The Return,Comedy|Sci-Fi,1988,10
2471,Crocodile Dundee II,Action|Adventure|Comedy,1987,8
2551,Dead Ringers,Drama|Horror|Thriller,1987,10
2733,Vibes,Adventure|Comedy|Romance,1988,7
2796,Funny Farm,Comedy,1988,7
2797,Big,Comedy|Drama|Fantasy|Romance,1988,3
2802,Tequila Sunrise,Action|Drama|Romance|Thriller,1987,5
2816,Iron Eagle II,Action|War,1987,1
2868,Fright Night Part II,Horror,1987,10
2900,Monkey Shines,Horror|Sci-Fi,1988,5
2926,Hairspray,Comedy|Drama,1988,9
2987,Who Framed Roger Rabbit?,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,1988,8
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),Comedy|Drama,1987,1
3071,Stand and Deliver,Comedy|Drama,1987,5
3087,Scrooged,Comedy|Fantasy|Romance,1988,7
3104,Midnight Run,Action|Comedy|Crime|Thriller,1988,5
3138,Stealing Home,Drama,1987,4
3142,U2: Rattle and Hum,Documentary|Musical,1988,6
3197,"Presidio, The",Action|Crime|Romance|Thriller,1987,10
3211,"Cry in the Dark, A",Drama,1988,10
3343,And God Created Woman,Comedy|Drama|Romance,1987,6
3361,Bull Durham,Comedy|Drama|Romance,1988,7
3370,Betrayed,Drama|Thriller,1987,3
3412,"Bear, The (Ours, L')",Adventure|Children|Drama,1988,8
3423,School Daze,Drama,1987,5
3444,Bloodsport,Action,1987,8
3449,"Good Mother, The",Drama,1987,4
3496,Madame Sousatzka,Drama,1987,1
3577,Two Moon Junction,Drama|Romance,1988,10
3613,Things Change,Comedy,1988,9
3680,"Decline of Western Civilization Part II: The Metal Years, The",Documentary,1987,5
3687,Light Years (Gandahar),Adventure|Animation|Fantasy|Sci-Fi,1987,8
3701,Alien Nation,Crime|Drama|Sci-Fi|Thriller,1988,5
3710,Action Jackson,Action|Comedy|Crime|Thriller,1988,8
3714,Clara's Heart,Drama,1987,2
3768,Braddock: Missing in Action III,Action|War,1987,9
3837,Phantasm II,Action|Fantasy|Horror|Sci-Fi|Thriller,1987,9
3840,Pumpkinhead,Horror,1987,5
3868,"Naked Gun: From the Files of Police Squad!, The",Action|Comedy|Crime|Romance,1987,10
3918,Hellbound: Hellraiser II,Horror,1987,10
4003,She's Having a Baby,Comedy,1988,5
4009,Talk Radio,Drama,1987,8
4012,Punchline,Comedy|Drama,1987,10
4062,Mystic Pizza,Comedy|Drama|Romance,1988,4
4066,I'm Gonna Git You Sucka,Action|Comedy,1988,3
4181,Tapeheads,Comedy,1988,4
4322,Eight Men Out,Drama,1987,6
4326,Mississippi Burning,Crime|Drama|Thriller,1987,6
4462,18 Again!,Comedy|Fantasy,1988,9
4464,"Accidental Tourist, The",Comedy|Drama|Romance,1988,2
4465,"Accused, The",Drama,1987,5
4466,Above the Law,Action|Crime|Drama,1988,2
4467,"Adventures of Baron Munchausen, The",Adventure|Comedy|Fantasy,1987,8
4469,Appointment with Death,Crime|Mystery,1987,2
4470,Ariel,Drama,1988,7
4471,Arthur 2: On the Rocks,Comedy|Romance,1987,5
4473,Bat*21,Drama|War,1987,5
4474,Beaches,Comedy|Drama|Musical,1988,9
4475,"Beast of War, The (Beast, The)",Drama|War,1988,8
4477,Big Top Pee-Wee,Adventure|Children|Comedy,1988,5
4478,Biloxi Blues,Comedy|Drama,1988,9
4479,Bird,Drama|Musical,1987,10
4480,"Blob, The",Horror|Sci-Fi,1987,1
4482,"Bright Lights, Big City",Drama,1988,2
4483,Caddyshack II,Comedy,1987,2
4486,Clean and Sober,Drama,1987,8
4487,Cocktail,Drama|Romance,1987,9
4488,Colors,Action|Crime|Drama,1988,2
4489,Coming to America,Comedy|Romance,1987,7
4490,"Couch Trip, The",Comedy,1988,10
4491,Criminal Law,Thriller,1988,1
4493,Critters 2: The Main Course,Comedy|Horror|Sci-Fi,1988,7
4495,Crossing Delancey,Comedy|Romance,1987,3
4496,D.O.A.,Film-Noir|Mystery|Thriller,1987,3
4498,"Dead Pool, The",Action|Crime|Thriller,1987,7
4499,Dirty Rotten Scoundrels,Comedy,1987,10
4500,Drowning by Numbers,Comedy|Drama,1988,10
4501,"Elvira, Mistress of the Dark",Comedy|Horror,1988,3
4502,Ernest Saves Christmas,Children|Comedy,1988,4
4503,Everybody's All-American,Romance,1988,5
4506,Frantic,Crime|Mystery|Thriller,1988,6
4508,Gorillas in the Mist,Drama,1987,2
4509,"Great Outdoors, The",Comedy,1988,2
4511,High Spirits,Comedy,1988,6
4515,Imagine: John Lennon,Documentary,1988,3
4516,Johnny Be Good,Comedy,1987,10
4518,The Lair of the White Worm,Comedy|Horror,1987,10
4519,"Land Before Time, The",Adventure|Animation|Children|Fantasy,1988,6
4520,License to Drive,Comedy,1988,1
4521,Little Nikita,Drama,1988,9
4522,Masquerade,Mystery|Romance|Thriller,1988,6
4523,Milagro Beanfield War,Comedy|Drama|Fantasy,1988,6
4524,Moon Over Parador,Comedy,1987,3
4526,My Stepmother Is an Alien,Comedy|Romance|Sci-Fi,1987,8
4527,"Night in the Life of Jimmy Reardon, A",Comedy|Romance,1988,7
4528,Off Limits,Action|Thriller|War,1987,5
4531,Red Heat,Action,1988,8
4532,Return of the Living Dead Part II,Comedy|Horror,1987,3
4534,Return to Snowy River (a.k.a. The Man From Snowy River II),Adventure|Drama|Western,1987,3
4537,Running on Empty,Drama,1988,10
4538,Salome's Last Dance,Comedy|Drama,1987,3
4539,Salsa,Musical|Romance,1988,2
4541,"Serpent and the Rainbow, The",Horror,1987,9
4543,Shoot to Kill,Action|Adventure,1987,9
4544,Short Circuit 2,Comedy|Sci-Fi,1988,4
4546,"Vanishing, The (Spoorloos)",Drama|Thriller,1988,8
4550,Switching Channels,Comedy,1988,9
4552,"Tetsuo, the Ironman (Tetsuo)",Action|Horror|Sci-Fi|Thriller,1988,2
4553,They Live,Action|Sci-Fi|Thriller,1988,7
4555,Torch Song Trilogy,Comedy|Drama|Romance,1987,7
4557,Tucker: The Man and His Dream,Drama,1987,9
4558,Twins,Comedy,1988,7
4559,Vice Versa,Comedy,1987,5
4560,Watchers,Horror|Sci-Fi,1987,10
4561,Waxwork,Comedy|Horror,1987,4
4562,Without a Clue,Comedy|Mystery,1987,6
4563,Young Einstein,Comedy,1987,10
4587,Earth Girls Are Easy,Comedy|Musical|Sci-Fi,1988,1
4703,Chocolat,Drama,1987,10
4859,Kansas,Crime|Drama,1988,1
5305,Return of the Killer Tomatoes!,Comedy|Horror|Sci-Fi,1987,1
5641,"Moderns, The",Drama,1987,9
5643,Powaqqatsi,Documentary,1988,5
5690,Grave of the Fireflies (Hotaru no haka),Animation|Drama|War,1988,2
5971,My Neighbor Totoro (Tonari no Totoro),Animation|Children|Drama|Fantasy,1987,3
6244,Salaam Bombay!,Drama,1988,8
6602,Brain Damage,Comedy|Horror,1987,6
8656,"Short Film About Killing, A (Krótki film o zabijaniu)",Crime|Drama,1988,1
8713,"New Adventures of Pippi Longstocking, The",Adventure|Children|Fantasy|Musical,1988,4
8854,Night of the Demons,Horror,1988,2
26614,"Bourne Identity, The",Action|Adventure|Drama|Mystery|Thriller,1988,9
26622,Dominick and Eugene,Drama,1987,5
26631,Alice (Neco z Alenky),Animation|Fantasy|Mystery,1988,9
52831,Maniac Cop,Action|Crime|Horror|Thriller,1987,10
65135,Blackadder's Christmas Carol,Comedy,1988,6
67957,Superstar: The Karen Carpenter Story,Drama|Musical,1988,7
70201,High Hopes,Comedy,1987,1
73531,"Last of England, The",Drama,1988,2
96901,"Making of a Legend: Gone with the Wind, The",Documentary,1988,2
592,Batman,Action|Crime|Thriller,1989,2
1091,Weekend at Bernie's,Comedy,1989,1
1127,"Abyss, The",Action|Adventure|Sci-Fi|Thriller,1988,8
1172,Cinema Paradiso (Nuovo cinema Paradiso),Drama,1989,6
1173,"Cook the Thief His Wife & Her Lover, The",Comedy|Drama,1989,1
1185,My Left Foot,Drama,1988,8
1186,"Sex, Lies, and Videotape",Drama,1988,9
1218,"Killer, The (Die xue shuang xiong)",Action|Crime|Drama|Thriller,1989,8
1223,"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Comedy|Sci-Fi,1989,3
1224,Henry V,Action|Drama|Romance|War,1989,2
1242,Glory,Drama|War,1989,5
1246,Dead Poets Society,Drama,1988,3
1285,Heathers,Comedy,1989,8
1291,Indiana Jones and the Last Crusade,Action|Adventure,1989,8
1302,Field of Dreams,Children|Drama|Fantasy,1989,3
1307,When Harry Met Sally...,Comedy|Romance,1988,8
1373,Star Trek V: The Final Frontier,Action|Sci-Fi,1989,4
1962,Driving Miss Daisy,Drama,1989,8
1972,"Nightmare on Elm Street 5: The Dream Child, A",Horror,1988,1
1981,Friday the 13th Part VIII: Jason Takes Manhattan,Horror,1988,8
1986,Halloween 5: The Revenge of Michael Myers,Horror,1988,4
1989,Prom Night III: The Last Kiss,Horror,1989,10
2001,Lethal Weapon 2,Action|Comedy|Crime|Drama,1989,4
2011,Back to the Future Part II,Adventure|Comedy|Sci-Fi,1989,9
2039,Cheetah,Adventure|Children,1988,7
2054,"Honey, I Shrunk the Kids",Adventure|Children|Comedy|Fantasy|Sci-Fi,1988,4
2064,Roger & Me,Documentary,1989,8
2072,"'burbs, The",Comedy,1989,6
2081,"Little Mermaid, The",Animation|Children|Comedy|Musical|Romance,1989,1
2123,All Dogs Go to Heaven,Animation|Children|Comedy|Drama|Fantasy,1988,8
2151,"Gods Must Be Crazy II, The",Comedy,1989,8
2248,Say Anything...,Comedy|Drama|Romance,1988,2
2264,We're No Angels,Comedy|Crime,1989,5
2372,Fletch Lives,Comedy,1988,8
2383,Police Academy 6: City Under Siege,Comedy|Crime,1989,7
2400,Prancer,Children|Drama|Fantasy,1988,4
2422,"Karate Kid, Part III, The",Action|Adventure|Children|Drama,1989,10
2423,Christmas Vacation (National Lampoon's Christmas Vacation),Comedy,1988,3
2456,"Fly II, The",Horror|Sci-Fi,1988,2
2513,Pet Sematary,Horror,1988,8
2717,Ghostbusters II,Comedy|Fantasy|Sci-Fi,1989,3
2973,Crimes and Misdemeanors,Comedy|Crime|Drama,1988,8
2990,Licence to Kill,Action|Adventure|Thriller,1989,7
3019,Drugstore Cowboy,Crime|Drama,1989,3
3166,Brenda Starr,Adventure,1988,2
3203,Dead Calm,Thriller,1989,5
3338,For All Mankind,Documentary,1989,5
3387,Who's Harry Crumb?,Comedy|Mystery,1988,7
3392,She-Devil,Comedy,1988,4
3424,Do the Right Thing,Drama,1988,2
3429,Creature Comforts,Animation|Comedy,1989,7
3521,Mystery Train,Comedy|Drama,1988,7
3526,Parenthood,Comedy|Drama,1989,7
3660,Puppet Master,Horror|Sci-Fi|Thriller,1989,6
3684,"Fabulous Baker Boys, The",Drama|Romance,1989,6
3694,"Toxic Avenger, Part II, The",Comedy|Horror,1989,8
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The",Comedy|Horror,1989,5
3758,Communion,Drama|Sci-Fi|Thriller,1988,1
3844,Steel Magnolias,Drama,1989,1
4008,Born on the Fourth of July,Drama|War,1988,1
4183,"Unbelievable Truth, The",Comedy|Drama,1989,1
4213,Deepstar Six,Horror|Sci-Fi|Thriller,1988,2
4279,True Believer,Crime,1988,3
4352,Shag,Comedy|Drama,1989,8
4564,Always,Drama|Fantasy|Romance,1989,3
4567,American Ninja 3: Blood Hunt,Action|Adventure,1989,5
4568,Best of the Best,Action,1988,3
4570,"Big Picture, The",Comedy|Drama,1989,4
4571,Bill & Ted's Excellent Adventure,Adventure|Comedy|Sci-Fi,1988,4
4572,Black Rain,Action|Crime|Drama,1989,5
4573,Blaze,Comedy|Drama,1989,6
4577,Casualties of War,Drama|War,1989,9
4578,Chances Are,Comedy|Romance,1989,7
4584,Dream a Little Dream,Comedy|Drama|Romance,1988,7
4585,"Dream Team, The",Comedy,1989,6
4590,Enemies: A Love Story,Drama,1989,6
4591,Erik the Viking,Adventure|Comedy|Fantasy,1989,2
4592,"Experts, The",Comedy,1989,6
4593,Family Business,Comedy,1989,8
4600,Gross Anatomy (a.k.a. A Cut Above),Comedy|Drama,1988,5
4602,Harlem Nights,Comedy|Crime|Romance,1989,9
4603,Her Alibi,Comedy|Romance,1988,8
4605,How to Get Ahead in Advertising,Comedy|Fantasy,1988,5
4606,Immediate Family,Drama,1988,4
4608,"Innocent Man, An",Crime|Drama,1988,1
4610,"January Man, The",Comedy|Crime|Mystery|Thriller,1988,2
4612,Jesus of Montreal (Jésus de Montréal),Drama,1989,4
4614,Kickboxer,Action,1989,7
4615,Last Exit to Brooklyn,Drama,1988,2
4616,Lean on Me,Drama,1989,6
4617,Let It Ride,Comedy,1989,5
4618,Leviathan,Horror|Sci-Fi|Thriller,1988,10
4619,Little Monsters,Comedy,1988,4
4621,Look Who's Talking,Comedy|Romance,1988,3
4622,Loverboy,Comedy,1989,6
4623,Major League,Comedy,1988,3
4624,Meet the Feebles,Animation|Comedy|Musical,1988,6
4625,Millennium,Drama|Sci-Fi|Thriller,1989,9
4626,Miracle Mile,Drama|Romance|Sci-Fi,1988,9
4627,Miss Firecracker,Comedy,1988,4
4628,New York Stories,Comedy|Drama,1988,10
4629,Next of Kin,Action|Crime|Thriller,1988,4
4630,No Holds Barred,Action,1989,2
4632,"Package, The",Action|Thriller,1988,10
4634,Penn & Teller Get Killed,Adventure|Comedy,1988,6
4636,"Punisher, The",Action,1988,4
4652,"Return of Swamp Thing, The",Comedy|Horror|Sci-Fi,1989,5
4654,Road House,Action|Drama,1988,9
4655,Romero,Drama,1989,3
4658,Santa Sangre,Drama|Horror|Mystery|Thriller,1989,3
4659,Scandal,Drama,1989,3
4660,Scenes from the Class Struggle in Beverly Hills,Comedy,1989,7
4661,Sea of Love,Crime|Drama|Thriller,1988,3
4662,"See No Evil, Hear No Evil",Comedy|Crime,1989,9
4663,She's Out of Control,Comedy,1988,10
4664,Shirley Valentine,Comedy|Romance,1989,9
4666,Skin Deep,Comedy,1988,10
4667,Slaves of New York,Drama,1989,8
4673,Tango & Cash,Action|Comedy|Crime|Thriller,1989,4
4674,Tap,Drama,1989,6
4675,Three Fugitives,Action|Comedy,1988,9
4676,Troop Beverly Hills,Comedy,1989,10
4677,Turner & Hooch,Comedy|Crime,1988,9
4678,UHF,Comedy,1988,7
4679,Uncle Buck,Comedy,1989,6
4680,Vampire's Kiss,Comedy|Fantasy|Horror,1988,3
4681,"War of the Roses, The",Comedy|Drama,1988,5
4682,Warlock,Action|Horror,1989,8
4684,Worth Winning,Comedy,1989,2
5646,Valmont,Drama|Romance,1988,5
6454,Music Box,Drama,1988,7
6782,Leningrad Cowboys Go America,Comedy|Musical,1988,1
7872,Getting It Right,Comedy|Drama,1988,3
8589,Winter War (Talvisota),Drama|War,1989,1
8709,How I Got Into College,Comedy|Romance,1988,3
8777,Roadkill (a.k.a. Roadkill: Move or Die),Drama,1989,9
26587,"Decalogue, The (Dekalog)",Crime|Drama|Romance,1988,3
26649,Lonesome Dove,Adventure|Drama|Western,1989,10
26655,Common Threads: Stories from the Quilt,Documentary,1988,2
26662,Kiki's Delivery Service (Majo no takkyûbin),Adventure|Animation|Children|Drama|Fantasy,1989,6
26663,Monsieur Hire,Crime|Romance|Thriller,1989,2
26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,1988,1
31026,"Phantom of the Opera, The",Drama|Horror|Musical,1988,4
48165,"Seventh Continent, The (Der siebente Kontinent)",Drama,1989,7
69524,Raiders of the Lost Ark: The Adaptation,Action|Adventure|Thriller,1988,1
72104,Balance,Animation|Drama|Mystery|Sci-Fi|Thriller,1988,4
80083,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese),Action|Adventure|Animation|Fantasy|Sci-Fi,1989,3
586,Home Alone,Children|Comedy,1989,7
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,1989,10
590,Dances with Wolves,Adventure|Drama|Western,1989,9
597,Pretty Woman,Comedy|Romance,1990,6
1100,Days of Thunder,Action|Drama|Romance,1989,6
1169,American Dream,Documentary,1990,3
1179,"Grifters, The",Crime|Drama|Film-Noir,1989,8
1190,Tie Me Up! Tie Me Down! (¡Átame!),Crime|Drama|Romance,1989,6
1192,Paris Is Burning,Documentary,1989,3
1213,Goodfellas,Crime|Drama,1990,4
1236,Trust,Comedy|Drama|Romance,1990,5
1243,Rosencrantz and Guildenstern Are Dead,Comedy|Drama,1990,8
1245,Miller's Crossing,Crime|Drama|Film-Noir|Thriller,1990,3
1249,"Femme Nikita, La (Nikita)",Action|Crime|Romance|Thriller,1990,4
1268,Pump Up the Volume,Comedy|Drama,1990,2
1277,Cyrano de Bergerac,Comedy|Drama|Romance,1990,7
1328,"Amityville Curse, The",Horror,1989,2
1370,Die Hard 2,Action|Adventure|Thriller,1990,3
1379,Young Guns II,Action|Western,1990,9
1382,Marked for Death,Action|Drama,1990,3
1610,"Hunt for Red October, The",Action|Adventure|Thriller,1990,3
1785,King of New York,Crime|Thriller,1990,8
1966,Metropolitan,Comedy,1990,4
1992,Child's Play 2,Horror|Thriller,1990,8
1999,"Exorcist III, The",Horror,1990,4
2004,Gremlins 2: The New Batch,Comedy|Horror,1990,2
2012,Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western,1989,6
2023,"Godfather: Part III, The",Crime|Drama|Mystery|Thriller,1990,5
2089,"Rescuers Down Under, The",Adventure|Animation|Children,1989,9
2113,Graveyard Shift (Stephen King's Graveyard Shift),Horror|Thriller,1989,7
2162,"NeverEnding Story II: The Next Chapter, The",Adventure|Children|Fantasy,1989,8
2249,My Blue Heaven,Comedy,1989,6
2250,Men Don't Leave,Drama,1990,9
2283,"Sheltering Sky, The",Drama,1990,4
2291,Edward Scissorhands,Drama|Fantasy|Romance,1989,10
2327,Tales from the Darkside: The Movie,Fantasy|Horror|Thriller,1989,3
2350,Heart Condition,Comedy,1989,6
2412,Rocky V,Action|Drama,1989,3
2461,Leatherface: Texas Chainsaw Massacre III,Comedy|Horror|Thriller,1989,1
2616,Dick Tracy,Action|Crime,1990,6
2699,Arachnophobia,Comedy|Horror,1989,10
2798,Problem Child,Children|Comedy,1989,4
2916,Total Recall,Action|Adventure|Sci-Fi|Thriller,1989,5
2982,"Guardian, The",Horror|Thriller,1989,1
2986,RoboCop 2,Action|Crime|Sci-Fi|Thriller,1990,4
3013,Bride of Re-Animator,Comedy|Horror,1989,1
3031,Repossessed,Comedy,1990,10
3103,Stanley & Iris,Drama|Romance,1989,9
3105,Awakenings,Drama|Mystery,1990,1
3106,Come See the Paradise,Drama|Romance,1989,1
3130,Bonfire of the Vanities,Comedy|Crime|Drama,1989,5
3141,"Two Jakes, The",Drama,1990,7
3219,Pacific Heights,Mystery|Thriller,1990,10
3425,Mo' Better Blues,Drama|Musical,1989,8
3438,Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,1990,10
3476,Jacob's Ladder,Horror|Mystery,1989,4
3499,Misery,Drama|Horror|Thriller,1989,1
3531,All the Vermeers in New York,Comedy|Drama|Romance,1990,8
3686,Flatliners,Horror|Sci-Fi|Thriller,1989,5
3697,Predator 2,Action|Sci-Fi|Thriller,1989,9
3705,Bird on a Wire,Action|Comedy|Romance,1990,2
3713,"Long Walk Home, The",Drama,1989,5
3723,Hamlet,Drama,1990,3
3765,"Hot Spot, The",Crime|Drama|Romance,1990,10
3773,House Party,Comedy,1989,5
3841,Air America,Action|Comedy,1989,10
3940,Slumber Party Massacre III,Horror,1989,1
